r b swpd free buff cache si so bi bo in cs us sy id wa st CEST
3 0 0 85 4 307 0 0 4392 3684 14648 28847 24 10 58 8 0 2022-04-17T13:43:36
2 0 0 75 4 316 0 0 4300 7144 15301 29347 44 10 35 12 0 2022-04-17T13:43:37
2 0 0 65 4 327 0 0 4996 6544 15675 30622 33 10 42 15 0 2022-04-17T13:43:38
1 0 0 62 4 331 0 0 1868 5200 15506 30912 28 12 51 8 0 2022-04-17T13:43:39
0 1 0 52 4 338 0 0 104 8196 14757 29421 19 8 64 9 0 2022-04-17T13:43:40
7 0 0 49 4 337 0 0 4880 4528 14930 29733 17 9 64 9 0 2022-04-17T13:43:41
3 0 0 34 4 345 0 0 1692 6380 14831 30384 20 11 59 10 0 2022-04-17T13:43:42
1 0 0 38 4 337 0 0 60 4312 14604 29400 19 8 60 13 0 2022-04-17T13:43:43
4 0 0 47 4 343 0 0 124 8368 15132 29567 22 9 57 12 0 2022-04-17T13:43:44
3 0 0 37 4 353 0 0 1364 6284 14568 29377 19 6 64 11 0 2022-04-17T13:43:45
8 0 0 64 4 326 0 0 892 6744 14312 28908 18 6 67 9 0 2022-04-17T13:43:46
1 0 0 52 4 337 0 0 5460 4364 15060 29535 20 6 65 9 0 2022-04-17T13:43:47
1 0 0 45 4 345 0 0 2952 4308 15151 30148 18 10 56 16 0 2022-04-17T13:43:48
1 0 0 38 4 352 0 0 144 6436 15002 29006 20 8 66 7 0 2022-04-17T13:43:49
4 0 0 31 4 359 0 0 196 6712 15002 30104 21 9 62 8 0 2022-04-17T13:43:50
5 0 0 51 4 336 0 0 3280 8252 14409 29463 20 12 53 14 0 2022-04-17T13:43:51
5 2 0 51 4 338 0 0 664 2036 14693 29254 45 14 39 1 0 2022-04-17T13:43:52
5 0 0 46 4 342 0 0 784 2784 15233 32367 50 16 30 4 0 2022-04-17T13:43:53
1 0 0 34 4 349 0 0 128 6156 15019 29832 23 9 61 7 0 2022-04-17T13:43:54
1 1 0 37 4 340 0 0 1968 5380 15040 30248 22 10 60 8 0 2022-04-17T13:43:55
2 0 0 45 4 347 0 0 1472 6480 14930 29356 27 9 55 9 0 2022-04-17T13:43:56
1 0 0 36 5 355 0 0 92 6308 14593 29055 20 10 63 7 0 2022-04-17T13:43:57
0 2 0 27 5 364 0 0 936 10120 15189 31020 27 8 50 15 0 2022-04-17T13:43:58
1 1 0 35 5 355 0 0 13000 4976 16367 34174 19 14 47 20 0 2022-04-17T13:43:59
0 2 0 28 4 362 0 0 12188 6396 16026 33071 21 14 42 23 0 2022-04-17T13:44:00
0 1 0 28 4 364 0 0 2432 5352 14508 29118 16 10 62 13 0 2022-04-17T13:44:01
3 0 0 32 4 360 0 0 4092 5244 15040 29794 19 9 63 9 0 2022-04-17T13:44:02
2 0 0 64 4 327 0 0 4864 4432 14875 29316 15 8 69 8 0 2022-04-17T13:44:03
0 1 0 54 4 338 0 0 4268 6376 14740 28584 17 7 66 9 0 2022-04-17T13:44:04
2 0 0 35 4 341 0 0 1452 4332 14916 29475 32 12 49 7 0 2022-04-17T13:44:05
3 0 0 53 5 346 0 0 2860 2632 16213 33839 46 20 26 8 0 2022-04-17T13:44:06
2 0 0 27 5 350 0 0 548 2652 15175 29798 45 14 36 5 0 2022-04-17T13:44:07
2 0 0 47 4 343 0 0 164 6596 14566 29317 22 11 59 7 0 2022-04-17T13:44:08
2 0 0 50 4 340 0 0 484 6072 14739 30542 39 12 41 8 0 2022-04-17T13:44:09
4 0 0 36 5 347 0 0 724 6948 15055 29066 51 16 25 8 0 2022-04-17T13:44:10
5 1 0 44 5 347 0 0 696 7708 14843 30395 40 19 26 15 0 2022-04-17T13:44:11
4 3 0 38 5 354 0 0 984 6360 15110 31807 45 19 24 12 0 2022-04-17T13:44:12
3 0 0 54 4 348 0 0 940 3828 14968 29561 47 21 27 5 0 2022-04-17T13:44:13
0 1 0 46 5 356 0 0 452 8960 15034 30016 33 14 46 7 0 2022-04-17T13:44:14
2 0 0 36 5 364 0 0 2940 5084 15383 32377 23 11 56 9 0 2022-04-17T13:44:15
2 0 0 57 5 338 0 0 4140 3832 15323 29689 18 14 62 7 0 2022-04-17T13:44:16
3 2 0 41 5 348 0 0 4376 6520 15965 31488 34 12 45 9 0 2022-04-17T13:44:17
1 0 0 27 5 358 0 0 4420 7064 15266 29960 18 11 56 16 0 2022-04-17T13:44:18
3 1 0 29 5 352 0 0 5296 4292 14867 29873 18 9 63 11 0 2022-04-17T13:44:19
0 1 0 26 5 354 0 0 4168 4532 14778 29727 15 9 65 11 0 2022-04-17T13:44:20
2 1 0 49 5 326 0 0 2808 6544 14684 28925 18 11 61 9 0 2022-04-17T13:44:21
2 0 0 57 5 332 0 0 236 5572 14960 30132 27 13 54 6 0 2022-04-17T13:44:22
2 0 0 60 5 330 0 0 2404 8164 14607 30246 19 10 56 16 0 2022-04-17T13:44:23
3 0 0 49 5 341 0 0 5076 5484 14702 29634 18 8 64 9 0 2022-04-17T13:44:24
2 0 0 37 5 353 0 0 5208 4916 14583 28975 21 7 62 9 0 2022-04-17T13:44:25
1 0 0 31 5 356 0 0 4820 5936 14636 29957 16 7 67 9 0 2022-04-17T13:44:26
5 0 0 33 5 355 0 0 5060 5740 14527 30074 21 11 59 9 0 2022-04-17T13:44:27
1 1 0 47 5 338 0 0 4332 5988 14502 29804 16 11 64 9 0 2022-04-17T13:44:28
1 0 0 35 5 346 0 0 3564 4388 15020 28996 15 7 63 14 0 2022-04-17T13:44:29
0 1 0 37 5 343 0 0 4092 7052 15332 29620 13 8 61 18 0 2022-04-17T13:44:30
5 0 0 35 5 342 0 0 5888 4288 15185 29040 13 11 66 10 0 2022-04-17T13:44:31
0 1 0 34 4 342 0 0 6680 6424 15226 29910 18 13 54 16 0 2022-04-17T13:44:32
3 0 0 33 4 341 0 0 5372 4296 14658 29540 16 11 65 9 0 2022-04-17T13:44:33
5 1 0 50 4 322 0 0 2640 4436 14578 29682 22 15 56 6 0 2022-04-17T13:44:34
7 0 0 48 4 325 0 0 856 2700 15153 30894 45 17 34 4 0 2022-04-17T13:44:35
2 1 0 40 4 332 0 0 440 6904 14781 29932 27 15 51 7 0 2022-04-17T13:44:36
0 1 0 45 5 338 0 0 100 6476 15156 29916 20 14 59 7 0 2022-04-17T13:44:37
1 1 0 45 5 337 0 0 2628 6276 14536 29306 17 13 63 7 0 2022-04-17T13:44:38
1 0 0 39 5 343 0 0 160 4696 14459 28871 16 13 63 8 0 2022-04-17T13:44:39
3 0 0 31 5 350 0 0 140 6048 14731 29908 18 13 62 6 0 2022-04-17T13:44:40
